22	|	Shewanella MacDonell and Colwell 1986	|		|	authority	|
23	|	ATCC 39565	|	ATCC 39565 <type strain>	|	type material	|
23	|	Alteromonas colwelliana	|		|	synonym	|
23	|	Alteromonas colwelliana Weiner et al. 1988	|		|	authority	|
23	|	Shewanella affinis	|		|	synonym	|
23	|	Shewanella affinis Ivanova et al. 2004	|		|	authority	|
23	|	Shewanella colwelliana	|		|	scientific name	|
23	|	Shewanella colwelliana (Weiner et al. 1988) Coyne et al. 1990	|		|	authority	|
23	|	strain LST-W	|	strain LST-W <type strain>	|	type material	|
24	|	"Pseudomonas putrefaciens" (Derby and Hammer) Long and Hammer 1941	|		|	authority	|
24	|	ATCC 8071	|	ATCC 8071 <type strain>	|	type material	|
24	|	Alteromonas putrefaciens	|		|	synonym	|
24	|	Alteromonas putrefaciens (ex Derby and Hammer) Lee et al. 1981	|		|	authority	|
24	|	CCUG 13452 D	|	CCUG 13452 D <type strain>	|	type material	|
24	|	CFBP 3033	|	CFBP 3033 <type strain>	|	type material	|
24	|	CFBP 3034	|	CFBP 3034 <type strain>	|	type material	|
24	|	CIP 80.40	|	CIP 80.40 <type strain>	|	type material	|
24	|	DSM 6067	|	DSM 6067 <type strain>	|	type material	|
24	|	IFO 3908	|	IFO 3908 <type strain>	|	type material	|
24	|	JCM 20190	|	JCM 20190 <type strain>	|	type material	|
24	|	JCM 9294	|	JCM 9294 <type strain>	|	type material	|
24	|	LMG 2268	|	LMG 2268 <type strain>	|	type material	|
24	|	LMG:2268	|	LMG:2268 <type strain>	|	type material	|
24	|	NBRC 3908	|	NBRC 3908 <type strain>	|	type material	|
24	|	NCIB 10471	|	NCIB 10471 <type strain>	|	type material	|
24	|	NCIB:10471	|	NCIB:10471 <type strain>	|	type material	|
24	|	NCIMB 10471	|	NCIMB 10471 <type strain>	|	type material	|
24	|	NCTC 12960	|	NCTC 12960 <type strain>	|	type material	|
24	|	Pseudomonas putrefaciens	|		|	synonym	|
24	|	Shewanella putrefaciens	|		|	scientific name	|
24	|	Shewanella putrefaciens (Lee et al. 1981) MacDonell and Colwell 1986	|		|	authority	|
24	|	strain Hammer 95	|	strain Hammer 95 <type strain>	|	type material	|
25	|	ATCC 33224	|	ATCC 33224 <type strain>	|	type material	|
25	|	Alteromonas hanedai	|		|	synonym	|
25	|	Alteromonas hanedai Jensen et al. 1981	|		|	authority	|
25	|	CCUG 16097	|	CCUG 16097 <type strain>	|	type material	|
25	|	CIP 103207	|	CIP 103207 <type strain>	|	type material	|
25	|	DSM 6066	|	DSM 6066 <type strain>	|	type material	|
25	|	JCM 20706	|	JCM 20706 <type strain>	|	type material	|
25	|	LMG 19004	|	LMG 19004 <type strain>	|	type material	|
25	|	LMG:19004	|	LMG:19004 <type strain>	|	type material	|
25	|	NBRC 102223	|	NBRC 102223 <type strain>	|	type material	|
25	|	Shewanella hanedai	|		|	scientific name	|
25	|	Shewanella hanedai (Jensen et al. 1981) MacDonell and Colwell 1986	|		|	authority	|
25	|	strain 281	|	strain 281 <type strain>	|	type material	|
27	|	halophilic eubacterium (NRCC 41227)	|		|	synonym	|
27	|	halophilic eubacterium NRCC 41227	|		|	scientific name	|
27	|	halophilic eubacterium NRCC41227	|		|	synonym	|
28	|	halophilic eubacterium	|		|	scientific name	|
29	|	Myxobacteria	|		|	synonym	|
29	|	Myxococcales	|		|	scientific name	|
29	|	Myxococcales Tchan et al. 1948	|		|	authority	|
29	|	The Myxobacteria	|		|	synonym	|
29	|	fruiting gliding bacteria	|		|	genbank common name	|
31	|	Myxococcaceae	|		|	scientific name	|
31	|	Myxococcaceae Jahn et al. 1924 (Approved Lists 1980) emend. Lang et al. 2015	|		|	authority	|
32	|	Myxococcus	|		|	scientific name	|
32	|	Myxococcus Thaxter 1892 emend. Lang and Stackebrandt 2009	|		|	authority	|
33	|	"Micrococcus fulvus" Cohn 1875	|		|	authority	|
33	|	ATCC 25199	|	ATCC 25199 <type strain>	|	type material	|
33	|	DSM 16525	|	DSM 16525 <type strain>	|	type material	|
33	|	Micrococcus fulvus	|		|	synonym	|
33	|	Myxococcus fulvus	|		|	scientific name	|
33	|	Myxococcus fulvus (Cohn 1875) Jahn 1911	|		|	authority	|
33	|	NBRC 100333	|	NBRC 100333 <type strain>	|	type material	|
33	|	NCIMB 13349	|	NCIMB 13349 <type strain>	|	type material	|
34	|	ATCC 25232	|	ATCC 25232 <type strain>	|	type material	|
34	|	CCUG 2079	|	CCUG 2079 <type strain>	|	type material	|
34	|	CIP 107069	|	CIP 107069 <type strain>	|	type material	|
34	|	DSM 16526	|	DSM 16526 <type strain>	|	type material	|
34	|	IFO 13542	|	IFO 13542 <type strain>	|	type material	|
34	|	Myxococcus xanthus	|		|	scientific name	|
34	|	Myxococcus xanthus Beebe 1941	|		|	authority	|
34	|	Myxococcus xanthus retron Mx162	|		|	includes	|
34	|	Myxococcus xanthus retron Mx65	|		|	includes	|
34	|	NBRC 13542	|	NBRC 13542 <type strain>	|	type material	|
35	|	"Chondrococcus macrosporus" Krzemieniewska and Krzemieniewski 1926	|		|	authority	|
35	|	CIP 109128	|	CIP 109128 <type strain>	|	type material	|
35	|	Chondrococcus macrosporus	|		|	synonym	|
35	|	Corallococcus macrosporus	|		|	synonym	|
35	|	Corallococcus macrosporus Reichenbach 2007	|		|	authority	|
35	|	DSM 14697	|	DSM 14697 <type strain>	|	type material	|
35	|	JCM 12621	|	JCM 12621 <type strain>	|	type material	|
35	|	Myxococcus macrosporus	|		|	scientific name	|
35	|	Myxococcus macrosporus (Krzemieniewska and Krzemieniewski 1926) Zahler and McCurdy 1974 (Approved Lists 1980)	|		|	authority	|
35	|	strain Cc m8	|	strain Cc m8 <type strain>	|	type material	|
38	|	"Angiococcus disciformis" (Thaxter 1904) Jahn 1924	|		|	authority	|
38	|	"Cystobacter disciformis" (Thaxter 1904) Brockman and McCurdy 1989	|		|	authority	|
38	|	ATCC 33172	|	ATCC 33172 <type strain>	|	type material	|
38	|	Angiococcus disciformis	|		|	synonym	|
38	|	Angiococcus disciformis (Thaxter 1904) Hook et al. 1980	|		|	authority	|
38	|	Archangium disciforme	|		|	scientific name	|
38	|	Archangium disciforme (Thaxter 1904) Lang et al. 2015	|		|	authority	|
38	|	Cystobacter disciformis	|		|	synonym	|
38	|	DSM 17051	|	DSM 17051 <type strain>	|	type material	|
38	|	DSM 52716	|	DSM 52716 <type strain>	|	type material	|
38	|	Myxococcus disciformis	|		|	synonym	|
38	|	Myxococcus disciformis Thaxter 1904 (Approved Lists 1980)	|		|	authority	|
38	|	strain CMU-1	|	strain CMU-1 <type strain>	|	type material	|
39	|	Archangiaceae	|		|	scientific name	|
39	|	Archangiaceae Jahn et al. 1924 (Approved Lists 1980) emend. Lang et al. 2015	|		|	authority	|
39	|	Cystobacteraceae	|		|	synonym	|
39	|	Cystobacteraceae McCurdy 1970 (Approved Lists 1980) emend. Awal et al. 2017	|		|	authority	|
40	|	Stigmatella	|		|	scientific name	|
40	|	Stigmatella Berkeley and Curtis 1875	|		|	authority	|
41	|	"Chondromyces aurantiacus" (Berkeley and Curtis) Thaxter 1892	|		|	authority	|
41	|	ATCC 25190	|	ATCC 25190 <type strain>	|	type material	|
41	|	Chondromyces aurantiacus	|		|	synonym	|
41	|	DSM 17044	|	DSM 17044 <type strain>	|	type material	|
41	|	Stigmatella aurantiaca	|		|	scientific name	|
41	|	Stigmatella aurantiaca Berkeley and Curtis 1875	|		|	authority	|
42	|	Cystobacter	|		|	scientific name	|
42	|	Cystobacter Schroeter 1886	|		|	authority	|
43	|	"Polyangium fuscum" (Schroeter 1886) Thaxter 1904	|		|	authority	|
43	|	ATCC 25194	|	ATCC 25194 <type strain>	|	type material	|
43	|	Cystobacter fuscus	|		|	scientific name	|
43	|	Cystobacter fuscus Schroeter 1886	|		|	authority	|
43	|	DSM 2262	|	DSM 2262 <type strain>	|	type material	|
43	|	Polyangium fuscum	|		|	synonym	|
44	|	Melittangium	|		|	scientific name	|
44	|	Melittangium Jahn 1924	|		|	authority	|
45	|	"Chondromyces gracilipes" Thaxter 1897	|		|	authority	|
45	|	"Chondromyces lichenicolus" Thaxter 1892	|		|	authority	|
45	|	"Chondromyces minor" Krzemieniewska and Krzemieniewski 1930	|		|	authority	|
45	|	"Podangium gracilipes" (Thaxter 1897) Jahn 1924	|		|	authority	|
45	|	"Podangium lichenicolum" (Thaxter 1892) Jahn 1924	|		|	authority	|
45	|	ATCC 25944	|	ATCC 25944 <type strain>	|	type material	|
45	|	Chondromyces gracilipes	|		|	synonym	|
45	|	Chondromyces lichenicolus	|		|	synonym	|
45	|	Chondromyces minor	|		|	synonym	|
45	|	DSM 14877	|	DSM 14877 <type strain>	|	type material	|
45	|	DSM 2275	|	DSM 2275 <type strain>	|	type material	|
45	|	Melittangium lichenicola	|		|	scientific name	|
45	|	Melittangium lichenicola (Thaxter 1892) McCurdy 1971	|		|	authority	|
45	|	Podangium gracilipes	|		|	synonym	|
45	|	Podangium lichenicolum	|		|	synonym	|
45	|	strain M155	|	strain M155 <type strain>	|	type material	|
47	|	"Angiococcus" Jahn 1924	|		|	authority	|
47	|	Angiococcus	|		|	synonym	|
47	|	Angiococcus (ex Jahn 1924) Hook et al. 1980 emend. Awal et al. 2017	|		|	authority	|
47	|	Archangium	|		|	scientific name	|
47	|	Archangium Jahn 1924 (Approved Lists 1980) Lang et al. 2015	|		|	authority	|
47	|	Archangium Jahn 1924 (Approved Lists 1980) emend. Awal et al. 2017	|		|	authority	|
48	|	"Chondrococcus cerebriformis" (Kofler) Jahn 1924	|		|	authority	|
48	|	"Chondromyces serpens" Quehl 1906	|		|	authority	|
48	|	"Myxococcus cerebriformis" Kofler 1913	|		|	authority	|
48	|	ATCC 25201	|	ATCC 25201 <type strain>	|	type material	|
48	|	Archangium gephyra	|		|	scientific name	|
48	|	Archangium gephyra Jahn 1924 (Approved Lists 1980) emend. Lang et al. 2015	|		|	authority	|
48	|	Chondrococcus cerebriformis	|		|	synonym	|
48	|	Chondromyces serpens	|		|	synonym	|
48	|	DSM 2261	|	DSM 2261 <type strain>	|	type material	|
48	|	Myxococcus cerebriformis	|		|	synonym	|
49	|	"Sorangiaceae" Jahn 1924	|		|	authority	|
49	|	Polyangiaceae	|		|	scientific name	|
49	|	Polyangiaceae Jahn 1924	|		|	authority	|
49	|	Sorangiaceae	|		|	includes	|
50	|	"Myxobotrys" Zukal 1896	|		|	authority	|
50	|	"Polycephalum" Kalchbrenner and Cooke 1880	|		|	authority	|
50	|	Chondromyces	|		|	scientific name	|
50	|	Chondromyces Berkeley and Curtis 1874	|		|	authority	|
50	|	Myxobotrys	|		|	synonym	|
50	|	Polycephalum	|		|	synonym	|
51	|	Chondromyces apiculatus	|		|	scientific name	|
51	|	Chondromyces apiculatus Thaxter 1897	|		|	authority	|
51	|	DSM 14605	|	DSM 14605 <type strain>	|	type material	|
51	|	JCM 12615	|	JCM 12615 <type strain>	|	type material	|
51	|	TC 4481	|	TC 4481 <type strain>	|	type material	|
51	|	strain Cm a14	|	strain Cm a14 <type strain>	|	type material	|
52	|	"Myxobotrys variabilis" Zukal 1896	|		|	authority	|
52	|	Chondromyces crocatus	|		|	scientific name	|
52	|	Chondromyces crocatus Berkeley and Curtis 1874	|		|	authority	|
52	|	DSM 14714	|	DSM 14714 <type strain>	|	type material	|
52	|	JCM 12616	|	JCM 12616 <type strain>	|	type material	|
52	|	Myxobotrys variabilis	|		|	synonym	|
52	|	TC 601	|	TC 601 <type strain>	|	type material	|
52	|	strain Cm c5	|	strain Cm c5 <type strain>	|	type material	|
53	|	Nannocystis	|		|	scientific name	|
53	|	Nannocystis Reichenbach 1970	|		|	authority	|
54	|	ATCC 25963	|	ATCC 25963 <type strain>	|	type material	|
54	|	DSM 71	|	DSM 71 <type strain>	|	type material	|
54	|	Nannocystis exedens	|		|	scientific name	|
54	|	Nannocystis exedens Reichenbach 1970	|		|	authority	|
55	|	Polyangium	|		|	scientific name	|
55	|	Polyangium Link 1809	|		|	authority	|
56	|	"Polyangium compositum" Thaxter 1904	|		|	authority	|
56	|	"Sorangium cellulosum" (Imshenetski and Solntseva 1936) Imshenetski and Solntseva 1937	|		|	authority	|
56	|	"Sorangium compositum" Jahn 1924	|		|	authority	|
56	|	"Sorangium compositum" Krzemieniewska and Krzemieniewski 1937	|		|	authority	|
56	|	"Sorangium nigrescens" Krzemieniewska and Krzemieniewski 1937	|		|	authority	|
56	|	"Sorangium nigrum" Krzemieniewska and Krzemieniewski 1937	|		|	authority	|
56	|	CIP 109122	|	CIP 109122 <type strain>	|	type material	|
56	|	DSM 14627	|	DSM 14627 <type strain>	|	type material	|
56	|	JCM 12707	|	JCM 12707 <type strain>	|	type material	|
56	|	Polyangium cellulosum	|		|	synonym	|
56	|	Polyangium cellulosum (ex Imshenetski and Solntseva 1936) Brockman 1989	|		|	authority	|
56	|	Polyangium compositum	|	Polyangium compositum <Sorangium cellulosum>	|	synonym	|
56	|	Sorangium cellulosum	|		|	scientific name	|
56	|	Sorangium cellulosum (Brockman 1989) Reichenbach 2007	|		|	authority	|
56	|	Sorangium compositum	|	Sorangium compositum <Sorangium cellulosum>	|	synonym	|
56	|	Sorangium nigrescens	|		|	synonym	|
56	|	Sorangium nigrum	|		|	synonym	|
56	|	strain So ce1871	|	strain So ce1871 <type strain>	|	type material	|
57	|	Polyangium sp.	|		|	scientific name	|
59	|	Vitreoscilla	|		|	scientific name	|
59	|	Vitreoscilla Pringsheim 1949	|		|	authority	|
60	|	Vitreoscilla sp.	|		|	scientific name	|
61	|	ATCC 15218	|	ATCC 15218 <type strain>	|	type material	|
61	|	DSM 513	|	DSM 513 <type strain>	|	type material	|
61	|	LMG 7756	|	LMG 7756 <type strain>	|	type material	|
61	|	LMG:7756	|	LMG:7756 <type strain>	|	type material	|
61	|	Vitreoscilla stercoraria	|		|	scientific name	|
61	|	Vitreoscilla stercoraria Pringsheim 1951 (Approved Lists 1980) emend. Strohl et al. 1986	|		|	authority	|
62	|	ATCC 43189	|	ATCC 43189 <type strain>	|	type material	|
62	|	Vitreoscilla beggiatoides	|		|	scientific name	|
62	|	Vitreoscilla beggiatoides Pringsheim 1949 (Approved Lists 1980) emend. Strohl et al. 1986	|		|	authority	|
62	|	strain B23SS	|	strain B23SS <type strain>	|	type material	|
63	|	"Vitreoscilla filiformis" Pringsheim 1951	|		|	authority	|
63	|	ATCC 43190	|	ATCC 43190 <type strain>	|	type material	|
63	|	Vitreoscilla filiformis	|		|	scientific name	|
63	|	Vitreoscilla filiformis (ex Pringsheim 1951) Strohl et al. 1986	|		|	authority	|
63	|	strain L1401-2	|	strain L1401-2 <type strain>	|	type material	|
64	|	Herpetosiphon	|		|	scientific name	|
64	|	Herpetosiphon Holt and Lewin 1968	|		|	authority	|
65	|	ATCC 23779	|	ATCC 23779 <type strain>	|	type material	|
65	|	CCUG 48726	|	CCUG 48726 <type strain>	|	type material	|
65	|	DSM 785	|	DSM 785 <type strain>	|	type material	|
65	|	HAMBI 1968	|	HAMBI 1968 <type strain>	|	type material	|
65	|	Herpetosiphon aurantiacus	|		|	scientific name	|
65	|	Herpetosiphon aurantiacus Holt and Lewin 1968	|		|	authority	|
68	|	Lysobacter	|		|	scientific name	|
68	|	Lysobacter Christensen and Cook 1978 (Approved Lists 1980) emend. Park et al. 2008	|		|	authority	|
69	|	ATCC 29487	|	ATCC 29487 <type strain>	|	type material	|
69	|	DSM 2043	|	DSM 2043 <type strain>	|	type material	|
69	|	LMG 8762	|	LMG 8762 <type strain>	|	type material	|
69	|	LMG:8762	|	LMG:8762 <type strain>	|	type material	|
69	|	Lysobacter enzymogenes	|		|	scientific name	|
69	|	Lysobacter enzymogenes Christensen and Cook 1978 (Approved Lists 1980) emend. Lin et al. 2016	|		|	authority	|
69	|	Lysobacter enzymogenes subsp. enzymogenes	|		|	includes	|
69	|	Lysobacter enzymogenes subsp. enzymogenes Christensen and Cook 1978	|		|	authority	|
69	|	UASM 495	|	UASM 495 <type strain>	|	type material	|
71	|	Simonsiella	|		|	scientific name	|
71	|	Simonsiella Schmid 1922	|		|	authority	|
72	|	"Caryophanon muelleri" (Schmid 1922) Peshkoff 1948	|		|	authority	|
72	|	ATCC 29453	|	ATCC 29453 <type strain>	|	type material	|
72	|	CCUG 30554	|	CCUG 30554 <type strain>	|	type material	|
72	|	CIP 103436	|	CIP 103436 <type strain>	|	type material	|
72	|	Caryophanon muelleri	|		|	synonym	|
72	|	DSM 2579	|	DSM 2579 <type strain>	|	type material	|
72	|	LMG 7828	|	LMG 7828 <type strain>	|	type material	|
72	|	LMG:7828	|	LMG:7828 <type strain>	|	type material	|
72	|	Scheibenbakterien	|		|	common name	|
72	|	Scheibenbakterien Muller 1911	|		|	common name	|
72	|	Simonsiella muelleri	|		|	scientific name	|
72	|	Simonsiella muelleri Schmid 1922	|		|	authority	|
75	|	Caulobacter	|		|	scientific name	|
75	|	Caulobacter Henrici and Johnson 1935 (Approved Lists 1980) emend. Abraham et al. 1999	|		|	authority	|
78	|	Caulobacter sp.	|		|	scientific name	|
81	|	Hyphomicrobium	|		|	scientific name	|
81	|	Hyphomicrobium Stutzer and Hartleb 1898	|		|	authority	|
81	|	Hyphomicrobium Stutzer and Hartleb 1899 (sic)	|		|	authority	|
82	|	Hyphomicrobium sp.	|		|	scientific name	|
83	|	ATCC 33404	|	ATCC 33404 <type strain>	|	type material	|
83	|	Hyphomicrobium vulgare	|		|	scientific name	|
83	|	Hyphomicrobium vulgare Stutzer and Hartleb 1898	|		|	authority	|
83	|	Hyphomicrobium vulgare Stutzer and Hartleb 1899 (sic)	|		|	authority	|
83	|	JCM 6889	|	JCM 6889 <type strain>	|	type material	|
83	|	NCIB 9698	|	NCIB 9698 <type strain>	|	type material	|
83	|	NCIB:9698	|	NCIB:9698 <type strain>	|	type material	|
84	|	ATCC 35216	|	ATCC 35216 <type strain>	|	type material	|
84	|	DSM 5458	|	DSM 5458 <type strain>	|	type material	|
84	|	Hyphomicrobium methylovorum	|		|	scientific name	|
84	|	Hyphomicrobium methylovorum Izumi et al. 1983	|		|	authority	|
84	|	IFO 14180	|	IFO 14180 <type strain>	|	type material	|
84	|	JCM 6890	|	JCM 6890 <type strain>	|	type material	|
84	|	NBRC 14180	|	NBRC 14180 <type strain>	|	type material	|
84	|	strain KM 146	|	strain KM 146 <type strain>	|	type material	|
85	|	Hyphomonas	|		|	scientific name	|
85	|	Hyphomonas (ex Pongratz 1957) Moore et al. 1984 emend. Li et al. 2014	|		|	authority	|
85	|	Hyphomonas (ex Pongratz 1957) Moore et al. 1984 emend. Weiner et al. 2000	|		|	authority	|
86	|	ATCC 33883	|	ATCC 33883 <type strain>	|	type material	|
86	|	DSM 5153	|	DSM 5153 <type strain>	|	type material	|
86	|	Hyphomonas jannaschiana	|		|	scientific name	|
86	|	Hyphomonas jannaschiana Weiner et al. 1985	|		|	authority	|
86	|	strain VP2	|	strain VP2 <type strain>	|	type material	|
87	|	Hyphomonas sp.	|		|	scientific name	|
88	|	"Chlamydothrix" Migula 1900	|		|	authority	|
88	|	"Detoniella" Trevisan in de Toni and Trevisan 1889	|		|	authority	|
88	|	Chlamydothrix	|		|	synonym	|
88	|	Detoniella	|		|	synonym	|
88	|	Leptothrix	|	Leptothrix <Bacteria>	|	scientific name	|
88	|	Leptothrix Kutzing 1843	|		|	authority	|
89	|	"Leptothrix crassa" Cholodny 1924	|		|	authority	|
89	|	"Leptothrix discophora" (Schwers 1912) Dorff 1934	|		|	authority	|
89	|	"Megalothrix discophora" Schwers 1912	|		|	authority	|
89	|	ATCC 43182	|	ATCC 43182 <type strain>	|	type material	|
89	|	LMG 8141	|	LMG 8141 <type strain>	|	type material	|
89	|	LMG:8141	|	LMG:8141 <type strain>	|	type material	|
89	|	Leptothrix crassa	|		|	synonym	|
89	|	Leptothrix discophora	|		|	scientific name	|
89	|	Leptothrix discophora (ex Schwers 1912) Spring et al. 1997	|		|	authority	|
89	|	Megalothrix discophora	|		|	synonym	|
89	|	strain SS-1	|	strain SS-1 <type strain>	|	type material	|
93	|	Stella	|		|	scientific name	|
93	|	Stella Vasilyeva 1985	|		|	authority	|
94	|	ATCC 43930	|	ATCC 43930 <type strain>	|	type material	|
94	|	AUCM B-1137	|	AUCM B-1137 <type strain>	|	type material	|
94	|	DSM 5900	|	DSM 5900 <type strain>	|	type material	|
94	|	Stella humosa	|		|	scientific name	|
94	|	Stella humosa Vasilyeva 1985	|		|	authority	|
94	|	VKM B-1137	|	VKM B-1137 <type strain>	|	type material	|
96	|	Gallionella	|		|	scientific name	|
96	|	Gallionella Ehrenberg 1838	|		|	authority	|
97	|	"Chlamydothrix ferruginea" (Ehrenberg 1838) Migula 1900	|		|	authority	|
97	|	"Spirillum ferrugineum" (Ehrenberg 1838) de Toni and Trevisan 1889	|		|	authority	|
97	|	"Spirophyllum ferrugineum" (Ehrenberg 1838) Ellis 1907	|		|	authority	|
97	|	Chlamydothrix ferruginea	|		|	synonym	|
97	|	Gallionella ferruginea	|		|	scientific name	|
97	|	Gallionella ferruginea Ehrenberg 1838	|		|	authority	|
97	|	Spirillum ferrugineum	|		|	synonym	|
97	|	Spirophyllum ferrugineum	|		|	synonym	|
99	|	"Renobacter" Nikitin 1971	|		|	authority	|
99	|	Ancylobacter	|		|	scientific name	|
99	|	Ancylobacter Raj 1983	|		|	authority	|
99	|	Microcyclus	|	Microcyclus <bacteria>	|	synonym	|
99	|	Microcyclus Orskov 1928 (Approved Lists 1980)	|		|	authority	|
99	|	Renobacter	|		|	synonym	|
100	|	ATCC 25396	|	ATCC 25396 <type strain>	|	type material	|
100	|	Ancylobacter aquaticus	|		|	scientific name	|
100	|	Ancylobacter aquaticus (Orskov 1928) Raj 1983	|		|	authority	|
100	|	CCUG 1820	|	CCUG 1820 <type strain>	|	type material	|
100	|	CCUG 30551	|	CCUG 30551 <type strain>	|	type material	|
100	|	DSM 101	|	DSM 101 <type strain>	|	type material	|
100	|	JCM 20518	|	JCM 20518 <type strain>	|	type material	|
100	|	LMG 4052	|	LMG 4052 <type strain>	|	type material	|
100	|	LMG:4052	|	LMG:4052 <type strain>	|	type material	|
100	|	Microcyclus aquaticus	|		|	synonym	|
