51	|	50	|	species	|	CA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
52	|	50	|	species	|	CC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
53	|	224463	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
54	|	53	|	species	|	NE	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
55	|	49	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
56	|	39643	|	species	|	SC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
57	|	55	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
59	|	481	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
60	|	59	|	species	|	VS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
61	|	59	|	species	|	VS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
62	|	59	|	species	|	VB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
63	|	59	|	species	|	VF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
64	|	189773	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
65	|	64	|	species	|	HA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
68	|	32033	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
69	|	68	|	species	|	LE	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
71	|	481	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
72	|	71	|	species	|	SM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
75	|	76892	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
78	|	75	|	species	|	CS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
81	|	45401	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
82	|	81	|	species	|	HS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
83	|	81	|	species	|	HV	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
84	|	81	|	species	|	HM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
85	|	69657	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
86	|	85	|	species	|	HJ	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
87	|	85	|	species	|	HS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
88	|	224471	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
89	|	88	|	species	|	LD	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
93	|	433	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
94	|	93	|	species	|	SH	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
96	|	90627	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
97	|	96	|	species	|	GF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
99	|	335928	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
100	|	99	|	species	|	AA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
101	|	89373	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
102	|	52959	|	species	|	PG	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
103	|	101	|	species	|	FM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
104	|	68288	|	species	|	CM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
105	|	89373	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
106	|	105	|	species	|	RS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
107	|	89373	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
108	|	107	|	species	|	SL	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
109	|	41294	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
110	|	279	|	species	|	XV	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
112	|	203683	|	order	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
113	|	1914233	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
114	|	113	|	species	|	GO	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
117	|	123	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
118	|	126	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
119	|	1649490	|	species	|	RB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
120	|	1649480	|	species	|	PL	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
122	|	1649453	|	species	|	GM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
123	|	126	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
124	|	265487	|	species	|	BM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
125	|	123	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
126	|	112	|	family	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
127	|	1763524	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
128	|	127	|	species	|	IP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
131	|	82117	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
132	|	131	|	species	|	TM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
133	|	31993	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
134	|	133	|	species	|	MP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
136	|	203692	|	order	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
137	|	136	|	family	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
138	|	1643685	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
139	|	64895	|	species	|	BB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
140	|	138	|	species	|	BH	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
141	|	138	|	species	|	BP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
142	|	138	|	species	|	BT	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
143	|	138	|	species	|	BA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
144	|	138	|	species	|	BC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
145	|	138	|	species	|	BS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
146	|	137	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
147	|	146	|	species	|	SA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
148	|	1911556	|	species	|	SB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
149	|	146	|	species	|	SH	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
150	|	146	|	species	|	SI	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
151	|	2035349	|	species	|	OL	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
152	|	157	|	species	|	TS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
154	|	146	|	species	|	ST	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
156	|	157	|	species	|	TZ	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
157	|	137	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
158	|	157	|	species	|	TD	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
159	|	29521	|	species	|	BH	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
160	|	157	|	species	|	TP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
161	|	160	|	subspecies	|	TP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
162	|	157	|	species	|	TP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
163	|	157	|	species	|	TB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
164	|	157	|	species	|	TP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
165	|	157	|	species	|	TS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
166	|	157	|	species	|	TS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
167	|	157	|	species	|	TS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
168	|	160	|	subspecies	|	TP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
170	|	1643688	|	family	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
171	|	170	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
172	|	171	|	species	|	LB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
173	|	171	|	species	|	LI	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
174	|	171	|	species	|	LB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
176	|	173	|	no rank	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
178	|	171	|	species	|	LS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
179	|	189779	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
180	|	655606	|	species	|	LF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
181	|	179	|	species	|	LS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
183	|	32205	|	species	|	LI	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
185	|	38780	|	species	|	WS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
187	|	1499392	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
188	|	13134	|	species	|	MM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
189	|	660514	|	species	|	NI	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
190	|	187	|	species	|	AS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
191	|	41295	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
192	|	191	|	species	|	AB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
193	|	191	|	species	|	AL	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
194	|	72294	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
195	|	194	|	species	|	CC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
196	|	194	|	species	|	CF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
197	|	194	|	species	|	CJ	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
198	|	194	|	species	|	CH	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
199	|	194	|	species	|	CC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
200	|	194	|	species	|	CC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
201	|	194	|	species	|	CL	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
202	|	194	|	species	|	CM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
203	|	194	|	species	|	CR	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
204	|	194	|	species	|	CS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
205	|	194	|	species	|	CS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
206	|	194	|	species	|	CS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
207	|	194	|	species	|	CJ	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
209	|	72293	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
210	|	209	|	species	|	HP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
211	|	209	|	species	|	HS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
212	|	209	|	species	|	HA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
213	|	209	|	species	|	HC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
214	|	209	|	species	|	HF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
215	|	209	|	species	|	HF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
216	|	209	|	species	|	HM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
217	|	209	|	species	|	HM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
218	|	209	|	species	|	HS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
222	|	506	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
223	|	222	|	species	|	AC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
224	|	222	|	species	|	AL	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
226	|	72275	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
227	|	53246	|	species	|	PC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
228	|	53246	|	species	|	PH	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
232	|	226	|	species	|	AS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
234	|	118882	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
235	|	234	|	species	|	BA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
236	|	234	|	species	|	BO	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
237	|	49546	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
238	|	308865	|	species	|	EM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
239	|	237	|	species	|	FS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
240	|	237	|	species	|	FS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
241	|	237	|	species	|	FS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
242	|	237	|	species	|	FS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
244	|	162291	|	species	|	PO	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
245	|	237	|	species	|	FA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
246	|	59732	|	species	|	CB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
247	|	59734	|	species	|	EB	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
249	|	296051	|	species	|	TF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
250	|	59732	|	species	|	CG	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
251	|	83612	|	species	|	PG	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
252	|	2745	|	species	|	HH	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
253	|	59732	|	species	|	CI	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
254	|	59732	|	species	|	CI	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
255	|	286	|	species	|	FL	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
256	|	76831	|	species	|	MO	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
258	|	28453	|	species	|	SS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
259	|	28453	|	species	|	ST	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
261	|	237	|	species	|	FS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
262	|	34064	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
263	|	262	|	species	|	FT	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
264	|	263	|	subspecies	|	FT	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
265	|	31989	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
266	|	265	|	species	|	PD	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
267	|	265	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
270	|	188786	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
271	|	270	|	species	|	TA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
272	|	270	|	species	|	TC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
274	|	270	|	species	|	TT	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
275	|	270	|	species	|	TS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
276	|	270	|	species	|	TF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
277	|	65551	|	species	|	MR	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
279	|	335928	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
280	|	279	|	species	|	XA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
281	|	279	|	species	|	XF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
283	|	80864	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
285	|	283	|	species	|	CT	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
286	|	135621	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
287	|	136841	|	species	|	PA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
288	|	53246	|	species	|	PA	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
290	|	81426	|	species	|	PC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
292	|	87882	|	species	|	BC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
293	|	41275	|	species	|	BD	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
294	|	136843	|	species	|	PF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
296	|	136842	|	species	|	PF	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
297	|	70774	|	species	|	HT	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
298	|	136843	|	species	|	PM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
300	|	136841	|	species	|	PM	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
301	|	1232139	|	species	|	PO	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
303	|	136845	|	species	|	PP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
304	|	335058	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
305	|	48736	|	species	|	RS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
306	|	286	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
307	|	45359	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
308	|	45359	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
309	|	45359	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
311	|	45359	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
312	|	45359	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
313	|	45359	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
314	|	45359	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
315	|	45359	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
316	|	578833	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
317	|	251695	|	species	|	PS	|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
318	|	29438	|	no rank	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
319	|	29438	|	no rank	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
321	|	317	|	no rank	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
322	|	47877	|	no rank	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
323	|	251701	|	no rank	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
329	|	48736	|	species	|	RP	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
333	|	587753	|	subspecies	|	PC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
335	|	294	|	no rank	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
337	|	32008	|	species	|	BG	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
338	|	32033	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
339	|	338	|	species	|	XC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
340	|	339	|	no rank	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
343	|	338	|	species	|	XT	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
346	|	643453	|	species	|	XC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
347	|	338	|	species	|	XO	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
349	|	2008794	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
350	|	349	|	species	|	ZR	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
351	|	135621	|	subfamily	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
352	|	351	|	genus	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
353	|	352	|	species	|	AC	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
354	|	352	|	species	|	AV	|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
355	|	353	|	no rank	|		|	0	|	1	|	11	|	1	|	0	|	1	|	1	|	0	|		|
356	|	28211	|	order	|		|	0	|	1	|	11	|	1	|	0	|	1	|	0	|	0	|		|
